SERVICE_ID,APP_CODE,IP_ADDRESS,PROCESS_USER,PROCESS_COMMAND,PROCESS_DESC,PROCESS_NUM,IS_LOADBALANCE,HOST_ROLE,USERS_IN_BANK,USERS_TOTAL,USERS_ROLE,USERS_TYPE,PROCESS_ALIAS,MIN_COUNT,MAX_COUNT,BEGIN_TIME,END_TIME
MSG_tftserver start,MSG,10.254.253.94,salemsg,tftserver start,tftserver,1,否,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
MSMP_sh /etl/etl_app/sh/create_ecif_file.sh,MSMP,10.1.42.31,msmp,sh /etl/etl_app/sh/create_ecif_file.sh,iam文件获取进程,1,是,3,0,0,0,0,sh /etl/etl_app/sh/create_ecif_file.sh,1,1,0:00,24:00:00
MSMP_/etl/etl_app/bin/tftserver start -d5,MSMP,10.1.42.31,msmp,/etl/etl_app/bin/tftserver start -d5,TFT进程,1,是,3,0,0,1,3,/etl/etl_app/bin/tftserver start -d5,1,1,0:00,24:00:00
MSMP_sh /etl/etl_app/sh/get_emdmsg_file.sh,MSMP,10.1.42.31,msmp,sh /etl/etl_app/sh/get_emdmsg_file.sh,短信包获取进程,1,是,3,0,0,0,0,sh /etl/etl_app/sh/get_emdmsg_file.sh,1,1,0:00,24:00:00
MSMP_sh /etl/etl_app/sh/get_salemsg_file.sh,MSMP,10.1.42.31,msmp,sh /etl/etl_app/sh/get_salemsg_file.sh,短信包获取进程,1,是,3,0,0,0,0,sh /etl/etl_app/sh/get_salemsg_file.sh,1,1,0:00,24:00:00
MSMP_sh /etl/etl_app/sh/create_ecif_file.sh,MSMP,10.1.42.32,msmp,sh /etl/etl_app/sh/create_ecif_file.sh,iam文件获取进程,1,是,3,0,0,0,0,sh /etl/etl_app/sh/create_ecif_file.sh,1,1,0:00,24:00:00
MSMP_sh /etl/etl_app/sh/get_salemsg_file.sh,MSMP,10.1.42.32,msmp,sh /etl/etl_app/sh/get_salemsg_file.sh,短信包获取进程,1,是,3,0,0,0,0,sh /etl/etl_app/sh/get_salemsg_file.sh,1,1,0:00,24:00:00
MSMP_sh /etl/etl_app/sh/get_emdmsg_file.sh,MSMP,10.1.42.32,msmp,sh /etl/etl_app/sh/get_emdmsg_file.sh,短信包获取进程,1,是,3,0,0,0,0,sh /etl/etl_app/sh/get_emdmsg_file.sh,1,1,0:00,24:00:00
MSMP_/etl/etl_app/bin/tftserver start -d5,MSMP,10.1.42.32,msmp,/etl/etl_app/bin/tftserver start -d5,TFT进程,1,是,3,0,0,1,3,/etl/etl_app/bin/tftserver start -d5,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.131,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.132,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.134,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.136,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.138,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.140,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.142,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.144,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.146,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.148,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.149,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.150,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.151,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.153,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.155,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.156,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_tftserver start,NBANK,10.1.44.59,netbank,tftserver start,tftserver服务,1,是,2,0,0,0,0,tftserver start,1,1,0:00,24:00:00
NBANK_/opt/java6/bin/IA64W/java -server -Xms1066m -Xmx1066m -Xverbosegc:file=/applog/gctimer.log -XX:MaxPermSize=256M -XX:CMSInitiatingOccupancyFraction=60 -XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -classpath :/app/cebtimer:/app/cebtimer/lib/activation-1.1.jar:/app/cebtimer/lib/aopalliance.jar:/app/cebtimer/lib/backport-util-concurrent.jar:/app/cebtimer/lib/bcprov-jdk14-136.jar:/app/cebtimer/lib/cglib-nodep-2.1_2.jar:/app/cebtimer/lib/classes12.jar:/app/cebtimer/lib/com.bea.core.datasource_1.8.0.0.jar:/app/cebtimer/lib/com.bea.core.jatmi.ja_1.4.0.0.jar:/app/cebtimer/lib/com.bea.core.jatmi_1.4.0.0.jar:/app/cebtimer/lib/com.bea.core.resourcepool.ja_1.6.0.0.jar:/app/cebtimer/lib/com.bea.core.resourcepool_1.6.0.0.jar:/app/cebtimer/lib/com.bea.core.transaction.ja_2.6.1.0.jar:/app/cebtimer/lib/com.bea.core.transaction_2.6.1.0.jar:/app/cebtimer/lib/com.bea.core.utils.full_1.8.0.0.jar:/app/cebtimer/lib/com.bea.core.weblogic.rmi.client.ja_1.7.0.0.jar:/app/cebtimer/lib/com.bea.core.weblogic.rmi.client_1.7.0.0.jar:/,NBANK,10.1.8.75,netbank,/opt/java6/bin/IA64W/java -server -Xms1066m -Xmx1066m -Xverbosegc:file=/applog/gctimer.log -XX:MaxPermSize=256M -XX:CMSInitiatingOccupancyFraction=60 -XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -classpath :/app/cebtimer:/app/cebtimer/lib/activation-1.1.jar:/app/cebtimer/lib/aopalliance.jar:/app/cebtimer/lib/backport-util-concurrent.jar:/app/cebtimer/lib/bcprov-jdk14-136.jar:/app/cebtimer/lib/cglib-nodep-2.1_2.jar:/app/cebtimer/lib/classes12.jar:/app/cebtimer/lib/com.bea.core.datasource_1.8.0.0.jar:/app/cebtimer/lib/com.bea.core.jatmi.ja_1.4.0.0.jar:/app/cebtimer/lib/com.bea.core.jatmi_1.4.0.0.jar:/app/cebtimer/lib/com.bea.core.resourcepool.ja_1.6.0.0.jar:/app/cebtimer/lib/com.bea.core.resourcepool_1.6.0.0.jar:/app/cebtimer/lib/com.bea.core.transaction.ja_2.6.1.0.jar:/app/cebtimer/lib/com.bea.core.transaction_2.6.1.0.jar:/app/cebtimer/lib/com.bea.core.utils.full_1.8.0.0.jar:/app/cebtimer/lib/com.bea.core.weblogic.rmi.client.ja_1.7.0.0.jar:/app/cebtimer/lib/com.bea.core.weblogic.rmi.client_1.7.0.0.jar:/,cebtimer,1,否,2,0,0,0,0,/opt/java6/bin/IA64W/java -server -Xms1066m -Xmx1066m -Xverbosegc:file=/applog/gctimer.log -XX:MaxPermSize=256M -XX:CMSInitiatingOccupancyFraction=60 -XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -classpath :/app/cebtimer:/app/cebtimer/lib/activation-1.1.jar:/app/cebtimer/lib/aopalliance.jar:/app/cebtimer/lib/backport-util-concurrent.jar:/app/cebtimer/lib/bcprov-jdk14-136.jar:/app/cebtimer/lib/cglib-nodep-2.1_2.jar:/app/cebtimer/lib/classes12.jar:/app/cebtimer/lib/com.bea.core.datasource_1.8.0.0.jar:/app/cebtimer/lib/com.bea.core.jatmi.ja_1.4.0.0.jar:/app/cebtimer/lib/com.bea.core.jatmi_1.4.0.0.jar:/app/cebtimer/lib/com.bea.core.resourcepool.ja_1.6.0.0.jar:/app/cebtimer/lib/com.bea.core.resourcepool_1.6.0.0.jar:/app/cebtimer/lib/com.bea.core.transaction.ja_2.6.1.0.jar:/app/cebtimer/lib/com.bea.core.transaction_2.6.1.0.jar:/app/cebtimer/lib/com.bea.core.utils.full_1.8.0.0.jar:/app/cebtimer/lib/com.bea.core.weblogic.rmi.client.ja_1.7.0.0.jar:/app/cebtimer/lib/com.bea.core.weblogic.rmi.client_1.7.0.0.jar:/,1,1,0:00,24:00:00
NBANK_/opt/java6/bin/IA64W/java -server -Xms1166m -Xmx1166m -Xverbosegc:file=/applog/gctcp.log -XX:+UseGetTimeOfDay -XX:MaxPermSize=256M -XX:CMSInitiatingOccupancyFraction=60 -XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -classpath :/app/cebtcp:/app/cebtcp/lib/activation-1.1.jar:/app/cebtcp/lib/aopalliance.jar:/app/cebtcp/lib/backport-util-concurrent.jar:/app/cebtcp/lib/bcprov-jdk14-136.jar:/app/cebtcp/lib/cglib-nodep-2.1_2.jar:/app/cebtcp/lib/classes12.jar:/app/cebtcp/lib/com.bea.core.datasource_1.8.0.0.jar:/app/cebtcp/lib/com.bea.core.jatmi.ja_1.4.0.0.jar:/app/cebtcp/lib/com.bea.core.jatmi_1.4.0.0.jar:/app/cebtcp/lib/com.bea.core.resourcepool.ja_1.6.0.0.jar:/app/cebtcp/lib/com.bea.core.resourcepool_1.6.0.0.jar:/app/cebtcp/lib/com.bea.core.transaction.ja_2.6.1.0.jar:/app/cebtcp/lib/com.bea.core.transaction_2.6.1.0.jar:/app/cebtcp/lib/com.bea.core.utils.full_1.8.0.0.jar:/app/cebtcp/lib/com.bea.core.weblogic.rmi.client.ja_1.7.0.0.jar:/app/cebtcp/lib/com.bea.core.weblogic.rmi.client_1.7.0.0.jar:/app/cebtcp/lib/,NBANK,10.1.8.75,netbank,/opt/java6/bin/IA64W/java -server -Xms1166m -Xmx1166m -Xverbosegc:file=/applog/gctcp.log -XX:+UseGetTimeOfDay -XX:MaxPermSize=256M -XX:CMSInitiatingOccupancyFraction=60 -XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -classpath :/app/cebtcp:/app/cebtcp/lib/activation-1.1.jar:/app/cebtcp/lib/aopalliance.jar:/app/cebtcp/lib/backport-util-concurrent.jar:/app/cebtcp/lib/bcprov-jdk14-136.jar:/app/cebtcp/lib/cglib-nodep-2.1_2.jar:/app/cebtcp/lib/classes12.jar:/app/cebtcp/lib/com.bea.core.datasource_1.8.0.0.jar:/app/cebtcp/lib/com.bea.core.jatmi.ja_1.4.0.0.jar:/app/cebtcp/lib/com.bea.core.jatmi_1.4.0.0.jar:/app/cebtcp/lib/com.bea.core.resourcepool.ja_1.6.0.0.jar:/app/cebtcp/lib/com.bea.core.resourcepool_1.6.0.0.jar:/app/cebtcp/lib/com.bea.core.transaction.ja_2.6.1.0.jar:/app/cebtcp/lib/com.bea.core.transaction_2.6.1.0.jar:/app/cebtcp/lib/com.bea.core.utils.full_1.8.0.0.jar:/app/cebtcp/lib/com.bea.core.weblogic.rmi.client.ja_1.7.0.0.jar:/app/cebtcp/lib/com.bea.core.weblogic.rmi.client_1.7.0.0.jar:/app/cebtcp/lib/,cebtcp,1,否,2,0,0,0,0,/opt/java6/bin/IA64W/java -server -Xms1166m -Xmx1166m -Xverbosegc:file=/applog/gctcp.log -XX:+UseGetTimeOfDay -XX:MaxPermSize=256M -XX:CMSInitiatingOccupancyFraction=60 -XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -classpath :/app/cebtcp:/app/cebtcp/lib/activation-1.1.jar:/app/cebtcp/lib/aopalliance.jar:/app/cebtcp/lib/backport-util-concurrent.jar:/app/cebtcp/lib/bcprov-jdk14-136.jar:/app/cebtcp/lib/cglib-nodep-2.1_2.jar:/app/cebtcp/lib/classes12.jar:/app/cebtcp/lib/com.bea.core.datasource_1.8.0.0.jar:/app/cebtcp/lib/com.bea.core.jatmi.ja_1.4.0.0.jar:/app/cebtcp/lib/com.bea.core.jatmi_1.4.0.0.jar:/app/cebtcp/lib/com.bea.core.resourcepool.ja_1.6.0.0.jar:/app/cebtcp/lib/com.bea.core.resourcepool_1.6.0.0.jar:/app/cebtcp/lib/com.bea.core.transaction.ja_2.6.1.0.jar:/app/cebtcp/lib/com.bea.core.transaction_2.6.1.0.jar:/app/cebtcp/lib/com.bea.core.utils.full_1.8.0.0.jar:/app/cebtcp/lib/com.bea.core.weblogic.rmi.client.ja_1.7.0.0.jar:/app/cebtcp/lib/com.bea.core.weblogic.rmi.client_1.7.0.0.jar:/app/cebtcp/lib/,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/bin/gtp_moni,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/bin/gtp_moni,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/bin/gtp_clientbroker,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/bin/gtp_clientbroker,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/bin/gtp_spv,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/bin/gtp_spv,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/Trans/bin/tl_snd 1 0 gtp,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/Trans/bin/tl_snd 1 0 gtp,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/Trans/bin/tl_rcv 1 0 gtp,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/Trans/bin/tl_rcv 1 0 gtp,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/Trans/bin/tl_moni 0,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/Trans/bin/tl_moni 0,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/bin/gtp_spvM,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/bin/gtp_spvM,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_/nexch/cebift/product/node/1.1/bin/gtp_krnl,NEXCH,10.1.41.15,nexch,/nexch/cebift/product/node/1.1/bin/gtp_krnl,ift进程,1,是,2,0,1,0,0,/nexch/cebift/product/node/1.1/Trans/bin/tl_qmng 0 gtp,1,1,0:00,24:00:00
NEXCH_recv,NEXCH,10.1.44.30,nexch,recv,recv,1,否,1,0,0,0,0,recv,,,0:00,24:00:00
NEXCH_send,NEXCH,10.1.44.31,nexch,send,汇率发布,1,是,1,0,0,0,0,recv,1,1,0:00,24:00:00
NEXCH_recv,NEXCH,10.1.44.31,nexch,recv,汇率发布,1,是,1,0,0,0,0,recv,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.32:17101,NEXCH,10.1.44.32,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.32:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,NEXCH,10.1.44.32,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.32:17101,NEXCH,10.1.44.32,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.32:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.33:17101,NEXCH,10.1.44.33,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.33:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,NEXCH,10.1.44.33,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,webloic admin,1,是,1,0,0,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.33:17101,NEXCH,10.1.44.33,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.33:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.34:17101,NEXCH,10.1.44.34,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.34:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,NEXCH,10.1.44.34,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,webloic admin,1,是,1,0,0,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.34:17101,NEXCH,10.1.44.34,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.34:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.35:17101,NEXCH,10.1.44.35,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh goldServer http://10.1.44.35:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,NEXCH,10.1.44.35,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,webloic admin,1,是,1,0,0,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
NEXCH_/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.35:17101,NEXCH,10.1.44.35,nexch,/bin/sh /weblogic/domains/exchdomain/bin/startManagedWebLogic.sh exchServer http://10.1.44.35:17101,admin,1,是,1,0,1,0,0,/bin/sh /weblogic/domains/exchdomain/bin/startWebLogic.sh,1,1,0:00,24:00:00
